dma_name,dma_id,term,week,score,rank,refresh_date
Lafayette LA,642,Ariana Grande,5/9/2021,,13,9/14/2023
Lafayette LA,642,Ariana Grande,5/16/2021,34,13,9/14/2023
Lafayette LA,642,Ariana Grande,5/30/2021,8,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/13/2021,,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/4/2021,17,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/11/2021,21,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/18/2021,,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/25/2021,19,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/29/2021,8,13,9/14/2023
Lafayette LA,642,Ariana Grande,9/5/2021,20,13,9/14/2023
Lafayette LA,642,Ariana Grande,9/12/2021,32,13,9/14/2023
Lafayette LA,642,Ariana Grande,9/19/2021,60,13,9/14/2023
Lafayette LA,642,Ariana Grande,10/3/2021,77,13,9/14/2023
Lafayette LA,642,Ariana Grande,12/12/2021,18,13,9/14/2023
Lafayette LA,642,Ariana Grande,1/16/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,1/30/2022,41,13,9/14/2023
Lafayette LA,642,Ariana Grande,2/20/2022,14,13,9/14/2023
Lafayette LA,642,Ariana Grande,2/27/2022,22,13,9/14/2023
Lafayette LA,642,Ariana Grande,3/13/2022,20,13,9/14/2023
Lafayette LA,642,Ariana Grande,3/20/2022,15,13,9/14/2023
Lafayette LA,642,Ariana Grande,4/3/2022,25,13,9/14/2023
Lafayette LA,642,Ariana Grande,4/10/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,4/17/2022,13,13,9/14/2023
Lafayette LA,642,Ariana Grande,5/8/2022,6,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/12/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/19/2022,46,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/26/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/3/2022,8,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/17/2022,11,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/31/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/7/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/14/2022,27,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/28/2022,13,13,9/14/2023
Lafayette LA,642,Ariana Grande,9/18/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,9/25/2022,13,13,9/14/2023
Lafayette LA,642,Ariana Grande,10/2/2022,,13,9/14/2023
Lafayette LA,642,Ariana Grande,10/16/2022,7,13,9/14/2023
Lafayette LA,642,Ariana Grande,10/23/2022,14,13,9/14/2023
Lafayette LA,642,Ariana Grande,10/30/2022,24,13,9/14/2023
Lafayette LA,642,Ariana Grande,11/27/2022,23,13,9/14/2023
Lafayette LA,642,Ariana Grande,12/4/2022,22,13,9/14/2023
Lafayette LA,642,Ariana Grande,1/1/2023,16,13,9/14/2023
Lafayette LA,642,Ariana Grande,1/8/2023,,13,9/14/2023
Lafayette LA,642,Ariana Grande,1/29/2023,,13,9/14/2023
Lafayette LA,642,Ariana Grande,2/5/2023,,13,9/14/2023
Lafayette LA,642,Ariana Grande,2/19/2023,8,13,9/14/2023
Lafayette LA,642,Ariana Grande,2/26/2023,11,13,9/14/2023
Lafayette LA,642,Ariana Grande,3/5/2023,16,13,9/14/2023
Lafayette LA,642,Ariana Grande,3/12/2023,15,13,9/14/2023
Lafayette LA,642,Ariana Grande,3/19/2023,15,13,9/14/2023
Lafayette LA,642,Ariana Grande,4/2/2023,15,13,9/14/2023
Lafayette LA,642,Ariana Grande,4/23/2023,33,13,9/14/2023
Lafayette LA,642,Ariana Grande,4/30/2023,11,13,9/14/2023
Lafayette LA,642,Ariana Grande,5/21/2023,,13,9/14/2023
Lafayette LA,642,Ariana Grande,5/28/2023,21,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/4/2023,20,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/11/2023,,13,9/14/2023
Lafayette LA,642,Ariana Grande,6/25/2023,45,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/9/2023,20,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/23/2023,13,13,9/14/2023
Lafayette LA,642,Ariana Grande,7/30/2023,27,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/6/2023,,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/20/2023,7,13,9/14/2023
Lafayette LA,642,Ariana Grande,8/27/2023,12,13,9/14/2023
Lafayette LA,642,Ariana Grande,9/3/2023,22,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/16/2018,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/23/2018,16,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/28/2018,21,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/16/2018,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/30/2018,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/27/2019,100,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/3/2019,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/17/2019,64,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/24/2019,43,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/31/2019,19,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/28/2019,60,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/2/2019,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/16/2019,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/30/2019,32,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/7/2019,16,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/21/2019,19,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/11/2019,37,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/25/2019,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/8/2019,31,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/15/2019,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/22/2019,18,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/6/2019,33,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/3/2019,21,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/10/2019,27,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/24/2019,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/22/2019,35,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/29/2019,39,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/12/2020,29,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/26/2020,31,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,2/9/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/1/2020,12,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/15/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/5/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/12/2020,30,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/26/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/3/2020,30,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/10/2020,15,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/31/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/7/2020,16,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/21/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/28/2020,15,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/5/2020,26,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/19/2020,29,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/16/2020,73,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/30/2020,45,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/6/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/27/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/4/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/11/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/25/2020,21,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/8/2020,43,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/15/2020,20,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/22/2020,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/6/2020,17,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/13/2020,25,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/17/2021,34,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/31/2021,19,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,2/28/2021,56,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/14/2021,39,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/21/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/28/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/11/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/2/2021,22,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/9/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/6/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/20/2021,15,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/4/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/11/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/18/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/25/2021,14,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/1/2021,40,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/8/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/22/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/29/2021,19,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/5/2021,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/19/2021,30,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/17/2021,18,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/7/2021,16,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/21/2021,31,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/28/2021,44,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/5/2021,15,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/12/2021,28,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/19/2021,46,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,2/6/2022,52,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,2/13/2022,13,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/13/2022,24,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/20/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/27/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/10/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/17/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/24/2022,56,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/8/2022,23,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/15/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/22/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/29/2022,19,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/5/2022,26,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/12/2022,23,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/26/2022,28,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/3/2022,45,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/10/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/24/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/14/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/21/2022,33,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/28/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/11/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/25/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/2/2022,31,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/16/2022,17,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,10/30/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/6/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,11/27/2022,39,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,12/4/2022,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/15/2023,23,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,1/22/2023,15,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/5/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/12/2023,44,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,3/19/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/2/2023,12,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,4/30/2023,17,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/7/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,5/21/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,6/18/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/2/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/9/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,7/30/2023,33,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,8/13/2023,,13,9/14/2023
Hattiesburg-Laurel MS,710,Ariana Grande,9/10/2023,,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/16/2018,38,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/23/2018,27,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/30/2018,19,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/14/2018,100,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/21/2018,33,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/4/2018,76,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/11/2018,42,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/18/2018,38,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/25/2018,56,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/2/2018,60,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/16/2018,50,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/6/2019,26,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/20/2019,45,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/27/2019,49,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/3/2019,56,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/10/2019,70,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/24/2019,37,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/24/2019,33,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/21/2019,24,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/5/2019,17,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/2/2019,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/30/2019,41,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/14/2019,18,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/11/2019,21,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/1/2019,21,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/8/2019,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/13/2019,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/3/2019,24,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/24/2019,23,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/8/2019,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/22/2019,23,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/29/2019,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/19/2020,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/26/2020,41,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/2/2020,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/9/2020,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/16/2020,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/15/2020,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/22/2020,17,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/3/2020,23,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/24/2020,18,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/7/2020,18,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/14/2020,13,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/21/2020,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/12/2020,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/19/2020,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/26/2020,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/9/2020,17,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/23/2020,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/30/2020,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/13/2020,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/15/2020,21,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/6/2020,22,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/20/2020,64,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/27/2020,28,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/10/2021,13,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/24/2021,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/31/2021,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/7/2021,18,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/14/2021,18,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/7/2021,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/21/2021,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/28/2021,19,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/4/2021,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/11/2021,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/18/2021,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/25/2021,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/9/2021,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/16/2021,47,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/23/2021,53,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/30/2021,17,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/6/2021,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/13/2021,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/11/2021,19,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/25/2021,20,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/8/2021,21,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/15/2021,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/5/2021,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/12/2021,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/19/2021,50,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/26/2021,36,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/10/2021,24,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/14/2021,27,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/5/2021,27,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/12/2021,27,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/26/2021,26,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/2/2022,21,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/9/2022,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/16/2022,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/30/2022,16,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/6/2022,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/20/2022,8,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/27/2022,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/6/2022,7,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/13/2022,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/3/2022,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/24/2022,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/29/2022,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/5/2022,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/12/2022,7,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/3/2022,13,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/10/2022,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/17/2022,13,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/31/2022,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/21/2022,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/28/2022,7,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/4/2022,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/11/2022,9,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/2/2022,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/23/2022,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,10/30/2022,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/6/2022,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/13/2022,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,11/27/2022,22,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/4/2022,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,12/18/2022,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/1/2023,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/15/2023,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/22/2023,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,1/29/2023,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/5/2023,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/12/2023,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,2/26/2023,9,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/19/2023,8,13,9/14/2023
Cincinnati OH,515,Ariana Grande,3/26/2023,8,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/2/2023,7,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/9/2023,40,13,9/14/2023
Cincinnati OH,515,Ariana Grande,4/23/2023,10,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/7/2023,15,13,9/14/2023
Cincinnati OH,515,Ariana Grande,5/14/2023,9,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/4/2023,11,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/18/2023,13,13,9/14/2023
Cincinnati OH,515,Ariana Grande,6/25/2023,12,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/2/2023,8,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/9/2023,6,13,9/14/2023
Cincinnati OH,515,Ariana Grande,7/23/2023,41,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/6/2023,23,13,9/14/2023
Cincinnati OH,515,Ariana Grande,8/13/2023,14,13,9/14/2023
Cincinnati OH,515,Ariana Grande,9/3/2023,8,13,9/14/2023
Tulsa OK,671,Ariana Grande,9/23/2018,51,13,9/14/2023
Tulsa OK,671,Ariana Grande,9/30/2018,26,13,9/14/2023
Tulsa OK,671,Ariana Grande,10/14/2018,98,13,9/14/2023
Tulsa OK,671,Ariana Grande,12/23/2018,48,13,9/14/2023
Tulsa OK,671,Ariana Grande,12/30/2018,32,13,9/14/2023
Tulsa OK,671,Ariana Grande,1/13/2019,44,13,9/14/2023
Tulsa OK,671,Ariana Grande,1/20/2019,74,13,9/14/2023
Tulsa OK,671,Ariana Grande,2/10/2019,100,13,9/14/2023
Tulsa OK,671,Ariana Grande,2/17/2019,43,13,9/14/2023
Tulsa OK,671,Ariana Grande,2/24/2019,45,13,9/14/2023
Tulsa OK,671,Ariana Grande,3/3/2019,28,13,9/14/2023
Tulsa OK,671,Ariana Grande,3/17/2019,25,13,9/14/2023
Tulsa OK,671,Ariana Grande,3/24/2019,50,13,9/14/2023
Tulsa OK,671,Ariana Grande,3/31/2019,44,13,9/14/2023
Tulsa OK,671,Ariana Grande,4/7/2019,31,13,9/14/2023
Tulsa OK,671,Ariana Grande,4/14/2019,42,13,9/14/2023
Tulsa OK,671,Ariana Grande,4/21/2019,40,13,9/14/2023
Tulsa OK,671,Ariana Grande,5/5/2019,35,13,9/14/2023
Tulsa OK,671,Ariana Grande,5/12/2019,45,13,9/14/2023
Tulsa OK,671,Ariana Grande,5/26/2019,32,13,9/14/2023
Tulsa OK,671,Ariana Grande,6/2/2019,48,13,9/14/2023
Tulsa OK,671,Ariana Grande,6/9/2019,18,13,9/14/2023
Tulsa OK,671,Ariana Grande,6/23/2019,35,13,9/14/2023
Tulsa OK,671,Ariana Grande,7/7/2019,29,13,9/14/2023
Tulsa OK,671,Ariana Grande,8/25/2019,18,13,9/14/2023
Tulsa OK,671,Ariana Grande,9/1/2019,24,13,9/14/2023
Tulsa OK,671,Ariana Grande,9/8/2019,28,13,9/14/2023
Tulsa OK,671,Ariana Grande,9/22/2019,19,13,9/14/2023
Tulsa OK,671,Ariana Grande,10/13/2019,10,13,9/14/2023
Tulsa OK,671,Ariana Grande,11/3/2019,16,13,9/14/2023
